Village,Nitrogen - High,Nitrogen - Medium,Nitrogen - Low,Phosphorous - High,Phosphorous - Medium,Phosphorous - Low,Potassium - High,Potassium - Medium,Potassium - Low,OC - High,OC - Medium,OC - Low,EC - Saline,EC - Non Saline,pH - Acidic,pH - Neutral,pH - Alkaline
Kaladippappankulam,0,0,5,0,0,5,0,5,0,0,2,3,0,5,0,5,0
Kuraiyaravasithan,0,0,6,0,0,6,0,4,2,0,0,6,0,6,0,6,0
Kamalipuliyankulam,0,0,5,0,0,5,1,2,2,0,1,4,0,5,0,5,0
Poomalaipatti,0,0,5,0,0,5,5,0,0,0,2,3,0,5,0,3,2
Silampatti,0,0,5,0,0,5,5,0,0,0,3,2,0,5,0,5,0
Sethupuram,0,0,5,0,0,5,5,0,0,0,0,5,0,5,0,4,1
Pillaiyar natham,0,0,5,0,0,5,5,0,0,0,4,1,0,5,0,3,2
T.Karisalkulam,0,0,5,0,0,5,5,0,0,1,3,1,0,5,0,3,2
Agathakulam,0,0,5,0,0,5,0,5,0,0,3,2,0,5,0,5,0
Keelachembur,0,0,5,0,0,5,0,4,1,0,3,2,0,5,0,5,0
Keelapuliyandarkottai,0,0,5,0,0,5,0,5,0,1,2,2,0,5,1,4,0
Kadambankulam,0,0,5,0,0,5,1,1,3,1,2,2,0,5,0,5,0
Nallukkurichi,0,0,5,0,0,5,0,5,0,0,0,5,0,5,0,5,0
Mullikkulam,0,0,5,0,0,5,0,0,5,0,2,3,0,5,0,5,0
Minakkulam,0,0,5,0,0,5,0,0,5,0,3,2,0,5,0,5,0
Muthaneri,0,0,7,0,0,7,3,2,2,0,4,3,0,7,0,7,0
Melaparuttiyur,0,0,5,0,0,5,5,0,0,0,1,4,0,5,0,5,0
Pappankulam,0,0,5,0,0,5,2,2,1,0,3,2,0,5,0,5,0
Veeracholan,0,0,5,0,0,5,0,5,0,5,0,0,0,5,0,5,0
Pulichikulam,0,0,5,0,0,5,0,4,1,0,5,0,0,5,2,3,0
Sullankudi,0,0,5,0,0,5,0,5,0,0,1,4,0,5,0,4,1
Padanakurichi,0,0,5,0,0,5,0,2,3,0,1,4,0,5,0,5,0
V.Karisalkulam,0,0,5,0,0,5,5,0,0,0,0,5,2,3,0,5,0
Karungulamnedungulam,0,0,5,0,0,5,0,5,0,0,0,5,0,5,0,5,0
Kallattur,0,0,11,0,0,11,2,9,0,0,2,9,1,10,0,11,0
Erumaikkulam,0,0,5,0,0,5,2,3,0,0,0,5,1,4,0,5,0
Tiruvidanallur,0,0,5,0,0,5,2,3,0,0,0,5,1,4,0,5,0
Pillaiyarkulam,0,0,12,0,0,12,0,6,6,0,1,11,0,12,0,12,0
Kallumadaipulangulam,0,0,5,0,0,5,2,3,0,0,0,5,0,5,0,5,0
Undurnikidakulam,0,0,5,0,0,5,1,4,0,0,0,5,0,5,0,2,3
Kandukondanmanickam,0,0,5,0,0,5,0,4,1,0,0,5,0,5,5,0,0
Sottamuri,0,0,5,0,0,5,0,4,1,0,1,4,0,5,5,0,0
Mayaleri,0,0,5,0,0,5,3,2,0,1,0,4,1,4,0,5,0
Attikulam,0,0,5,0,0,5,0,0,5,0,0,5,0,5,0,5,0
Kundukkulam,0,0,5,0,0,5,0,1,4,0,0,5,0,5,0,5,0
Ottankulam,0,0,5,0,0,5,0,3,2,0,0,5,0,5,0,5,0
Veerakudi,0,0,5,0,0,5,0,4,1,0,0,5,0,5,5,0,0
Melakumilankulam,0,0,5,0,0,5,0,4,1,0,2,3,0,5,4,1,0
Isali,0,0,5,0,0,5,0,5,0,0,2,3,0,5,2,3,0
Salai Iluppaikulam,0,0,5,0,0,5,0,5,0,0,1,4,0,5,5,0,0
Manoor,0,0,5,0,0,5,5,0,0,0,0,5,2,3,0,5,0
Ulakkudi,0,0,5,0,0,5,0,5,0,0,0,5,0,5,4,1,0
Panaikkudi,0,1,4,0,0,5,0,1,4,0,2,3,1,4,0,5,0
M.Pudukkulam,0,0,5,0,0,5,0,4,1,0,3,2,0,5,0,5,0
Naloor,0,0,5,0,0,5,0,3,2,0,0,5,0,5,0,5,0
Eluvani,0,0,5,0,0,5,0,4,1,0,0,5,1,4,0,5,0
Therkuariyankulam,0,0,6,0,0,6,0,2,4,0,1,5,0,6,0,6,0
Vagaikkulam,0,0,5,0,0,5,0,0,5,0,0,5,0,5,0,5,0
Kalkurichi,0,0,106,0,0,106,26,62,18,10,58,38,5,101,0,99,7
Panjar,0,0,54,0,0,54,36,17,1,0,23,31,0,54,0,51,3
Pisindi,0,0,84,0,0,84,5,79,0,0,1,83,0,84,0,30,54
Pampatti,0,0,37,0,0,37,3,23,11,0,14,23,0,37,0,31,6
Achangulam,0,0,26,0,0,26,4,22,0,0,2,24,0,26,0,22,4
Panikkurippu,0,0,92,0,0,91,38,27,27,14,27,51,2,90,3,78,11
Vaiyampatti,0,0,53,0,0,53,2,2,49,0,1,52,0,53,0,18,34
T.Veppankulam,0,0,86,0,0,86,3,25,58,1,9,76,0,86,0,86,0
Manthoppu,0,0,59,0,0,59,33,26,0,7,33,19,0,59,0,51,8
Allalaperi,0,7,96,0,0,103,1,27,75,94,9,0,0,103,0,81,22
Athikulam,0,0,20,0,0,20,0,6,14,7,6,7,0,20,0,18,2
Thoppur,0,0,64,0,0,64,1,3,60,19,26,19,0,64,0,57,7
Kaluvancheri,0,0,33,0,0,33,3,3,27,8,16,9,0,33,0,31,2
Melapudupatti,0,0,7,0,0,7,6,1,0,0,7,0,2,5,0,6,1
Pulavanakkundu,0,0,12,0,0,12,2,7,3,0,4,8,0,12,0,11,1
Manaviyendal,0,0,5,0,0,5,2,3,0,0,1,4,0,5,0,4,1
Thenoor,0,0,20,0,1,19,2,7,11,1,6,13,0,20,0,10,10
Sooranoor,0,0,5,0,0,5,4,1,0,1,3,1,0,5,0,5,0
Koovarkulam,0,0,5,0,0,5,2,3,0,1,3,1,0,5,0,4,1
Kudumbangulam,0,0,5,0,0,5,0,5,0,0,0,5,0,5,0,5,0
D.Kadambankulam,0,0,8,0,0,8,6,0,2,0,4,4,0,8,0,8,0
Chatrampuliangulam,0,1,4,0,0,5,4,1,0,1,1,3,0,5,0,4,1
Melakanjirangulam,0,0,5,0,0,5,0,3,2,0,0,5,0,5,0,4,1
Perunjalipudupatti,0,0,5,0,0,5,5,0,0,0,0,5,0,5,0,5,0
Chokkampatti,0,0,8,0,0,8,1,7,0,0,1,7,0,8,0,7,1
Kilakanjirangulam,0,0,6,0,0,6,5,1,0,3,1,2,0,6,0,3,3
Allikkulam,0,0,5,0,0,5,1,4,0,0,0,5,0,5,0,2,3
Kundukulam,0,0,5,0,0,5,5,0,0,0,3,2,0,5,0,3,2
Chinna Alangulam,0,0,5,0,0,5,1,3,1,0,1,4,0,5,0,5,0
Mudukkangulam,0,0,12,0,0,12,0,8,4,2,0,10,0,12,0,9,3
Karungulam Nedungulam,0,0,5,0,0,5,0,4,1,2,3,0,0,5,0,4,1
Manankathan,0,0,13,0,0,13,0,2,11,0,3,10,0,13,0,12,1
Kanakkanendal,0,0,5,0,0,5,5,0,0,0,2,3,0,5,0,4,1
Johilpatti,0,0,5,0,0,5,2,1,2,0,4,1,0,5,0,3,2
Kovilankulam,0,0,5,0,0,5,1,3,1,3,1,1,0,5,0,5,0
Periaalangulam,0,0,6,0,0,6,0,5,1,0,2,4,0,6,0,6,0
Neivilakkunedungulam,0,0,5,0,0,5,1,2,2,0,2,3,0,5,0,5,0
Iluppaikulam,0,0,5,0,0,5,0,4,1,2,2,1,0,5,0,5,0
Kattukkuthagai Karisalkulam,0,0,21,0,0,21,0,8,13,0,0,21,0,21,0,8,13
Vellakulam,0,0,5,0,0,5,3,2,0,4,1,0,0,5,0,5,0
Thottiankulam,0,0,5,0,0,5,0,2,3,0,0,5,0,5,0,5,0
Kariyanendal,0,0,7,0,0,7,1,5,1,0,2,5,0,7,0,7,0
Vadakkupuliampatti,0,0,5,0,0,5,0,4,1,0,0,5,0,5,0,4,1
Chandrankulam,0,0,6,0,0,6,0,3,3,0,1,5,0,6,0,6,0
Chittumoonradaippu,0,0,6,0,0,6,4,2,0,0,2,4,1,5,0,6,0
Thonugal,0,0,6,0,0,6,3,3,0,0,2,4,0,6,0,5,1
Allikkulam,0,0,5,0,0,5,2,3,0,0,1,4,0,5,0,5,0
Pandanendal,0,0,5,0,0,5,0,5,0,0,0,5,0,5,0,4,1
Melakallankulam,0,0,4,0,0,4,0,4,0,3,1,0,0,4,0,4,0
Kurandi,0,0,13,0,0,13,2,11,0,9,3,1,0,13,0,13,0
Aviyoor,0,0,4,0,0,4,3,1,0,2,2,0,0,4,0,1,3
Mangulam,0,0,7,0,0,7,1,5,1,3,2,2,0,7,0,7,0
Mallanginar,0,0,9,0,0,9,6,3,0,2,2,5,0,9,0,8,1
Valukkalotti,0,0,5,0,0,5,5,0,0,0,2,3,0,5,0,5,0
Nandikundu,0,0,5,0,0,5,2,3,0,0,4,1,0,5,0,4,1
Alagianallur,0,0,9,0,0,9,1,8,0,0,8,1,0,9,0,7,2
Arasakulam,0,0,107,0,0,105,5,98,3,15,56,35,1,105,0,105,1
Mustakurichi,0,0,5,0,0,5,5,0,0,5,0,0,0,5,0,5,0
Varalotti,0,0,8,0,0,8,2,4,2,2,1,5,0,8,0,5,3
Ayan Reddiapatti,1,0,4,0,0,5,5,0,0,0,0,5,1,4,0,5,0
Pappanam,0,0,5,0,0,5,1,4,0,0,0,5,0,5,0,1,4
Thamaraikulam,0,0,5,0,0,5,1,4,0,1,3,1,0,5,0,4,1
Maraikulam,0,0,8,0,0,8,0,4,4,0,3,5,0,8,0,8,0
Chokkanendal,0,0,6,0,0,6,3,2,1,0,6,0,0,6,0,6,0
Amaiperukki,0,0,5,0,1,4,0,4,1,0,0,5,0,5,0,4,1
Kambikudi,0,0,14,0,0,14,4,10,0,2,7,5,0,14,0,14,0
S.Kallupatti,0,0,9,0,0,9,2,7,0,1,3,5,0,9,0,9,0
Kambali,0,0,5,0,0,5,0,5,0,0,0,5,0,5,0,3,2
Karaikulam,0,0,5,0,0,5,0,4,1,0,1,4,0,5,0,5,0
Chithanendal,0,0,5,0,0,5,2,3,0,2,2,1,0,5,0,5,0
V.Nangoor,0,0,5,0,0,5,0,5,0,1,3,1,0,5,0,5,0
Keelidayankulam,0,0,10,0,0,10,5,5,0,1,8,1,4,6,0,10,0
Thulukkangulam,0,0,5,0,0,5,1,4,0,0,3,2,0,5,0,5,0
Isalimadai,0,0,6,0,0,6,0,6,0,2,3,1,0,6,0,6,0
Kurianjakkulam,0,0,5,0,0,5,0,5,0,0,3,2,0,5,0,5,0
Kovilangulam,0,0,108,0,0,108,1,107,0,1,30,77,0,108,0,106,2
Kanjanaiyakkenpatti,0,0,158,0,3,155,62,96,0,16,45,97,0,158,0,158,0
Pandalkudi,0,0,138,0,0,138,96,42,0,1,10,127,1,137,0,53,85
Chettikurichi,0,0,107,0,0,107,36,69,2,0,8,99,1,106,0,104,3
Palavanatham,0,0,109,1,1,107,62,44,3,8,29,72,0,109,0,72,37
Thiruvirunthalpuram,0,0,105,0,0,105,86,19,0,1,8,96,0,105,0,77,28
Kullursandai (CT),0,0,101,0,3,98,97,4,0,4,25,72,0,101,0,101,0
Palayampatti (CT),0,0,4,0,0,4,0,4,0,0,4,0,0,4,0,4,0
Kotthiparai,0,0,146,0,0,146,9,135,2,18,65,63,0,146,0,8,138
Podampatti,0,0,11,0,0,11,4,5,2,0,0,11,0,11,0,11,0
Amanakkunatham,0,0,120,0,0,120,9,108,3,1,21,98,0,120,0,120,0
Sukkilanatham,0,0,6,0,0,6,6,0,0,1,0,5,0,6,0,5,1
T.Meenakshipuram,0,0,4,0,0,4,4,0,0,0,1,3,0,4,0,2,2
Kattangudi,0,0,10,0,0,9,10,0,0,5,4,1,0,10,0,4,6
Periyapuliampatti West,0,0,145,0,0,145,126,18,1,7,60,78,0,145,0,140,5
Villipathiri,0,0,9,0,0,9,8,1,0,3,3,3,0,9,0,2,7
Gopalapuram,0,0,140,0,14,126,83,57,0,2,1,137,0,140,0,122,18
Soolakkarai (CT),0,0,6,0,0,6,3,2,1,0,1,5,0,6,0,3,3
Kurundamadam,0,0,31,0,0,31,12,19,0,1,8,22,0,31,0,31,0
Ramapuram,0,0,3,0,0,3,3,0,0,0,0,3,0,3,0,1,2
Aruppukottai,0,0,11,0,0,11,11,0,0,0,1,10,0,11,0,6,5
Ambelatheve natham,0,0,4,0,0,4,4,0,0,0,2,2,0,4,0,2,2
Valavanda puram,0,0,2,0,0,2,2,0,0,0,1,1,0,2,0,1,1
Velayudhapuram,0,0,5,0,0,5,4,1,0,0,1,4,0,5,0,5,0
T.Koppuchithampatti,0,0,103,0,0,103,36,67,0,0,12,91,0,103,0,103,0
Athipatti (CT),0,0,101,0,2,99,79,20,2,0,30,71,0,101,0,101,0
Vaduvarpatti,0,0,6,0,0,6,5,1,0,0,0,6,0,6,0,6,0
Thummakundu,0,0,17,0,0,17,11,6,0,0,8,9,0,17,0,17,0
Poyyankulam,0,0,3,0,0,3,3,0,0,0,2,1,0,3,0,3,0
Mettuthottiyangulam,0,0,2,0,0,2,2,0,0,1,0,1,0,2,0,2,0
Vadakkukoppuchithampatti,0,0,5,0,0,5,5,0,0,0,0,5,0,5,0,5,0
P.Andipatti,0,0,5,0,0,5,3,2,0,0,0,5,0,5,0,2,3
Chettipatti,0,0,10,0,0,10,5,5,0,0,3,7,0,10,0,9,1
Puliyuran,0,0,3,0,0,3,3,0,0,1,2,0,0,3,0,3,0
Kurunjakulam,0,0,3,0,0,3,3,0,0,1,2,0,0,3,0,3,0
Sembatti,0,0,4,0,0,4,0,3,1,0,1,3,0,4,0,4,0
Narasinganur,0,0,100,100,0,0,3,95,2,4,26,70,0,100,0,100,0
Nagar,0,0,100,95,4,1,17,64,19,5,51,44,0,100,0,93,7
Senjipudur,0,0,100,78,21,1,2,95,3,4,56,40,1,99,0,88,12
Echchanguppam,0,0,100,91,8,1,1,87,12,1,7,92,0,100,0,82,18
Kuchchippalaiyam (Vada),0,0,20,20,0,0,5,15,0,3,12,5,0,20,0,20,0
Panappakkam,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Toravi,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
Chinnatachachur,0,0,26,1,0,25,0,13,13,0,5,21,0,26,3,23,0
Nandivadi,0,0,38,0,3,35,0,38,0,0,13,25,0,38,0,38,0
Sattanur,0,0,38,0,8,30,37,0,1,9,19,10,0,38,0,38,0
Melkondai,0,0,24,0,1,23,0,23,1,3,11,10,0,24,0,24,0
Pagandai,0,0,39,0,6,33,36,1,2,5,27,7,0,39,0,39,0
Uppuvelur,0,0,100,49,24,27,0,37,63,0,3,97,0,100,0,100,0
Kenippattu,0,0,60,1,14,45,0,13,47,0,0,60,0,60,0,60,0
Talaiganikuppam,0,0,100,29,63,8,15,80,5,1,5,94,0,100,0,100,0
Siruvai,0,0,100,45,55,0,0,91,9,1,0,99,0,100,0,100,0
Kadagampattu,0,0,100,65,35,0,0,89,11,1,0,99,0,100,0,100,0
Karasanur,0,0,100,58,40,2,11,80,9,0,0,100,0,100,0,100,0
Tiruvaikkarai,0,0,100,42,58,0,0,73,27,0,0,100,0,100,0,100,0
Nemili (V),0,0,101,67,34,0,10,87,4,0,2,99,0,100,0,99,0
Eraiyur,0,0,99,35,61,3,0,84,16,0,4,95,0,99,0,96,0
Akasampattu,0,0,100,36,64,0,0,58,42,0,3,97,0,100,0,100,0
Iveli,0,0,100,0,82,18,45,53,2,0,7,93,0,100,0,100,0
Kunnam,0,0,100,8,87,5,63,37,0,0,1,99,0,100,0,100,0
Pombur,0,0,100,24,71,5,85,15,0,0,8,92,0,100,0,100,0
Kiliyanur West,0,0,3,1,2,0,1,2,0,0,0,3,0,3,0,3,0
Kaluperumbakkam,0,0,4,0,4,0,1,3,0,0,0,4,0,4,0,4,0
Kiliyanur,0,0,4,1,3,0,2,2,0,0,0,4,0,4,0,4,0
Kilkoothapakkam,0,0,3,0,3,0,1,2,0,0,0,3,0,3,0,3,0
Aruvapakkam,0,0,4,0,4,0,0,4,0,0,0,4,0,4,0,4,0
Kodippakkam (Ten),0,0,5,0,5,0,4,1,0,0,0,5,0,5,0,5,0
Agaram (Then),0,0,3,0,2,1,0,3,0,0,0,3,0,3,0,3,0
Vilvanatham,0,0,5,0,3,2,4,1,0,0,0,5,0,5,0,5,0
Terkunam,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Murukkam,0,0,3,0,2,1,3,0,0,0,0,3,0,3,0,3,0
Kondamur,0,0,4,0,3,1,4,0,0,0,0,4,0,4,0,4,0
Koluveri,0,0,4,0,3,1,3,1,0,0,0,4,0,4,0,4,0
Siruvalur (Ten),0,0,40,35,5,0,39,1,0,0,4,36,0,40,0,40,0
Royapudupakkam,0,0,5,0,5,0,3,2,0,0,0,5,0,5,1,4,0
Olundiyappattu,0,0,5,0,5,0,1,4,0,0,0,5,0,5,0,5,0
Katrambakkam,0,0,5,1,4,0,5,0,0,0,0,5,0,5,0,5,0
Nesal,0,0,4,0,4,0,3,1,0,0,0,4,0,4,0,4,0
Nallavur,0,0,5,0,5,0,5,0,0,0,0,5,0,5,0,5,0
Chittanappakkam,0,0,4,0,4,0,2,2,0,0,0,4,0,4,0,4,0
Peravur,0,0,5,0,5,0,3,2,0,0,0,5,0,5,0,5,0
Rayattai,0,0,5,0,4,1,2,3,0,0,0,5,0,5,0,5,0
Tailapuram,0,0,5,0,5,0,3,2,0,0,0,5,0,5,0,5,0
Appakkam,0,0,4,3,1,0,4,0,0,0,0,4,0,4,0,4,0
Kodur,0,0,5,2,3,0,2,3,0,0,0,5,0,5,0,5,0
Appirambattu,0,0,4,2,2,0,4,0,0,0,0,4,0,4,0,4,0
Aruvadai,0,0,5,0,5,0,4,1,0,0,0,5,0,5,0,5,0
T. Parangani,0,0,5,0,4,1,3,2,0,0,0,5,0,5,0,5,0
Olagapuram,0,0,4,0,4,0,2,2,0,0,0,4,0,4,0,4,0
Vengaram,0,0,5,0,5,0,3,2,0,0,0,5,0,5,0,5,0
Kayalmedu,0,0,5,0,2,3,1,4,0,0,0,5,0,5,0,5,0
Kanjimangalam,0,0,5,0,4,1,3,2,0,0,0,5,0,5,0,5,0
Pudukkuppam,0,0,4,0,4,0,0,4,0,0,0,4,0,4,0,4,0
Karattai,0,0,5,0,4,1,1,4,0,0,0,5,0,5,0,5,0
Kilappakkam,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,0
Devanandal,0,0,5,0,4,1,1,4,0,0,0,5,0,5,0,5,0
Kumalampattu,0,0,3,0,3,0,1,2,0,0,0,3,0,3,0,3,0
Elayandapattu,0,0,4,0,2,2,1,3,0,0,0,4,0,4,0,4,0
Idaichcheri,0,0,5,0,5,0,2,3,0,0,0,5,0,5,0,5,0
Komadippattu,0,0,5,0,4,1,0,5,0,0,0,5,0,5,0,5,0
Perambai,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,0
Sengamedu,0,0,5,0,5,0,0,5,0,0,0,5,0,5,0,5,0
Idaiyapattu,0,0,4,0,4,0,0,4,0,0,0,4,0,4,0,4,0
Ponnampundi,0,0,4,0,4,0,2,2,0,0,0,4,0,4,0,4,0
Tollamur,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,0
Vanur,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,2,0
Pulichapallam,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Semangalam,0,0,4,0,2,2,2,2,0,0,0,4,0,4,0,4,0
Ottai,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Kondalamkuppam,0,0,4,0,4,0,4,0,0,0,0,4,0,4,0,4,0
Korakkeni,0,0,5,0,5,0,2,3,0,0,0,5,0,5,0,5,0
Toruvai,0,0,4,0,3,1,0,4,0,0,0,4,0,4,0,4,0
Perumbakkam,0,0,5,0,5,0,1,4,0,0,0,5,0,5,0,5,0
Ilvampattu,0,0,5,0,5,0,1,4,0,0,0,5,0,5,0,5,0
Parangani,0,0,5,0,3,2,2,3,0,0,0,5,0,5,0,5,0
Parikkalpattu,0,0,4,0,4,0,2,2,0,0,0,4,0,4,0,4,0
V. Pudupakkam,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,0
Chellapiratti,0,0,80,73,6,1,4,50,26,1,18,61,0,80,0,80,0
Kammandur,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
Anangur,0,0,100,1,10,89,0,82,18,6,12,82,0,100,0,99,1
Perumpugai,1,0,97,29,2,67,2,85,11,4,42,52,1,97,0,98,0
Kappai,0,0,100,0,3,96,0,63,37,9,42,49,0,100,16,84,0
Kilaiyur,0,0,39,20,14,5,10,29,0,0,23,16,0,39,0,39,0
Anilady,0,0,50,32,13,5,4,46,0,2,17,31,0,50,0,50,0
Vowalkunram,0,0,50,20,19,11,1,49,0,2,34,14,0,50,0,50,0
Marur,0,0,10,6,4,0,0,10,0,0,5,5,0,10,0,10,0
Gudalur (Mel),0,0,100,28,72,0,67,33,0,0,17,83,0,100,0,100,0
Karunguli,0,0,39,19,12,8,5,34,0,3,15,21,0,39,0,39,0
Thiruvambattu,0,0,85,5,80,0,40,45,0,8,0,77,0,85,0,85,0
Vadataram,0,0,15,1,14,0,7,8,0,1,0,14,0,15,0,15,0
Chittamur (Mel),0,0,101,40,52,9,70,31,0,0,0,101,0,101,0,101,0
Anathur,1,0,99,41,38,21,0,74,26,0,13,87,0,100,0,100,0
Periyasevalai,0,0,100,52,43,5,3,76,21,0,5,95,0,100,0,100,0
Arasur,0,0,100,33,67,0,4,86,11,2,7,91,0,99,0,99,0
Madampattu,0,0,100,63,37,0,7,84,9,0,14,86,0,100,0,99,0
Eralur,0,0,100,51,49,0,3,82,15,1,8,91,3,97,0,99,0
Enathimangalam,0,0,100,47,53,0,1,88,11,0,10,90,0,100,0,100,0
Valaiyampattu,0,0,100,48,45,7,0,82,18,1,14,85,2,98,0,100,0
Thenmangalam,0,0,100,35,60,5,5,94,1,0,14,86,0,100,0,100,0
Arumpattu,0,0,100,40,43,17,23,47,30,0,33,67,0,100,0,100,0
Malaiyampattu,0,0,100,33,17,50,6,65,29,0,10,90,1,98,0,99,0
T.Kumaramangalam,0,0,9,0,9,0,8,1,0,0,1,7,0,9,0,9,0
Semangalam,0,0,8,5,3,0,6,2,0,0,2,6,0,8,0,8,0
Kilthaniyalampattu,0,0,9,7,1,1,7,2,0,0,2,7,0,9,0,9,0
Alankuppam,0,0,8,0,5,3,5,3,0,0,1,7,0,8,0,8,0
Kannarampattu,0,0,6,0,0,6,4,2,0,0,0,6,0,6,0,6,0
Melthaniyalampattu,0,0,9,0,0,9,5,4,0,0,0,9,0,9,0,9,0
Poyyarasur,0,0,9,0,7,2,9,0,0,0,2,7,0,9,0,9,0
Semmar,0,0,10,0,3,7,1,8,1,3,0,7,0,10,0,10,0
Karadipakkam,0,0,10,0,6,4,3,7,0,0,2,8,0,10,0,10,0
Perangiyur,0,0,15,0,11,4,8,7,0,7,3,5,0,15,0,15,0
Melamangalam,0,0,10,0,0,10,2,6,2,0,2,8,0,10,0,10,0
Thiruvennainallur South,0,0,12,0,6,6,2,10,0,0,0,12,0,12,0,12,0
Thulangampattu,0,0,10,0,7,3,2,8,0,0,2,8,0,10,0,10,0
Thiruvennainallur North,0,0,5,0,2,3,1,2,2,0,1,4,0,5,0,5,0
Kandalavadi,0,0,10,0,7,3,0,9,1,0,0,10,0,10,0,9,0
Amoor,0,0,10,0,8,2,1,9,0,0,1,9,0,10,0,10,0
Chinnasevlai,0,0,8,0,6,2,1,5,2,0,7,1,0,8,0,8,0
Sithanangur,0,0,10,0,3,7,2,8,0,0,0,10,0,10,0,10,0
Gramam,0,0,10,0,2,8,7,3,0,0,4,6,0,10,0,10,0
Mamandur,0,0,10,0,4,6,4,6,0,0,2,8,0,10,0,10,0
Sendamangalam,0,0,100,26,66,8,39,54,7,1,7,92,0,99,0,99,0
Kilpasar,0,0,100,4,63,33,9,77,14,0,0,100,2,98,0,100,0
Vairapuram,0,0,100,1,74,25,6,78,16,0,5,94,0,99,0,98,0
Kiladanur,0,0,100,1,70,29,18,72,10,3,16,80,0,100,0,100,0
Siruvalur (Vada),0,0,100,21,63,16,20,79,1,0,0,100,0,100,4,96,0
Nolambur,1,0,91,75,17,0,20,67,5,12,32,48,0,92,0,92,0
Kilgudalur,0,0,82,17,50,15,16,56,10,3,21,58,0,82,0,82,0
Ongur,0,0,90,21,47,22,19,71,0,0,13,77,0,90,0,89,0
Pangalathur,0,0,109,4,75,30,34,61,14,0,15,94,0,109,0,109,0
Buderi,0,0,42,1,30,11,7,32,3,0,1,41,0,42,0,42,0
Olakkur Kilpadi,0,0,3,0,3,0,0,3,0,2,1,0,0,3,0,3,0
Mandaperumpakkam,0,0,2,0,2,0,0,2,0,0,1,1,0,2,0,2,0
Kunnappakkam,0,0,2,0,2,0,0,2,0,0,1,1,0,2,0,2,0
Ichcheri,0,0,18,0,14,4,0,11,7,0,0,18,0,18,0,18,0
Kudamurutti,0,0,22,7,9,6,21,1,0,4,2,16,0,22,0,22,0
Vadagaraithayanur,0,1,99,13,71,16,92,8,0,2,10,88,0,100,0,100,0
Andili,0,0,3,0,3,0,3,0,0,1,2,0,0,3,0,3,0
Arumalai,0,0,4,1,3,0,4,0,0,0,0,4,0,4,0,4,0
Melakondur,0,0,10,3,6,1,7,1,2,4,1,5,0,10,0,10,0
Nerkunam,0,0,3,1,2,0,1,2,0,2,1,0,0,3,0,3,0
Manampoondi,0,0,51,26,25,0,38,13,0,27,9,15,0,51,0,51,0
Arakandanallur,0,0,7,3,3,1,2,5,0,3,4,0,0,7,0,7,0
Paranur,0,0,3,2,1,0,0,3,0,1,2,0,0,3,0,3,0
Emapper,0,0,2,1,1,0,2,0,0,0,1,1,0,2,0,2,0
Kollur,0,0,100,34,57,9,75,25,0,16,10,74,0,100,0,100,0
Keelakondur,0,0,99,28,62,10,57,42,1,0,5,94,0,99,0,99,0
Adukkam,0,2,98,8,71,21,90,10,0,37,20,43,0,100,0,100,0
Nayanur,0,0,100,24,60,16,78,21,1,51,18,31,0,100,0,100,0
Kodukkapattu,0,0,50,2,39,9,45,5,0,0,5,45,0,50,0,50,0
Veerashozhapuram,0,0,100,49,50,1,73,27,0,46,14,40,0,100,1,99,0
Velakulam,0,1,49,0,37,13,48,2,0,11,7,32,0,50,0,50,0
Ayandur,0,0,101,62,38,1,55,45,1,33,19,49,0,101,0,101,0
Arcadu,0,0,100,32,63,5,26,73,1,37,12,51,0,100,0,100,0
Seyyankuppam,0,0,101,100,1,0,0,80,21,0,8,93,1,100,0,101,0
Kilpettai,0,0,100,95,5,0,1,56,43,1,50,49,0,100,0,100,0
Alapakkam,0,0,47,43,4,0,0,38,9,11,27,9,0,47,0,47,0
Atchikadu,0,0,53,40,13,0,0,21,32,14,14,25,0,52,0,52,0
Munnur South,0,0,53,51,2,0,0,38,15,0,15,38,0,53,0,53,0
Manur,0,0,47,38,9,0,2,33,12,0,5,42,0,46,0,46,1
Kodipakkam (Vada),0,0,102,101,1,0,1,83,18,0,16,86,0,102,0,102,0
Alanguppam,0,0,101,102,0,0,0,87,15,2,25,74,0,101,0,101,0
Nerkunam (Then),0,0,91,88,1,2,13,57,21,0,10,81,0,91,0,91,0
Elavalapakkam,0,0,20,20,0,0,0,20,0,0,9,11,0,20,0,20,0
Kovadi,0,0,10,10,0,0,2,8,0,0,3,7,0,10,0,10,0
Nalmukkal,0,0,5,5,0,0,0,4,1,0,0,5,0,5,0,5,0
Kattalai,0,0,112,109,3,0,18,89,5,1,17,94,0,112,0,112,0
